year,month,week_number_in_month,rank,song_name,song_performer
2022,1,1,1,드라마,아이유(IU)
2022,1,1,2,겨울잠,아이유(IU)
2022,1,1,3,Step Back,GOT the beat
2022,1,1,4,Dreams Come True,aespa
2022,1,1,5,ELEVEN,IVE (아이브)
2022,1,1,6,정거장,아이유(IU)
2022,1,1,7,취중고백,김민석
2022,1,1,8,러브레터,아이유(IU)
2022,1,1,9,그대 손 놓아요,이선희
2022,1,1,10,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
2022,1,1,11,너,아이유(IU)
2022,1,1,12,Counting Stars (Feat. Beenzino),BE'O (비오)
2022,1,1,13,우리가 헤어져야 했던 이유,비비(BIBI)
2022,1,1,14,Christmas Tree,V
2022,1,1,15,서랍,10CM
2022,1,1,16,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
2022,1,1,17,눈이 오잖아(Feat.헤이즈),이무진
2022,1,1,18,사랑은 늘 도망가,임영웅
2022,1,1,19,Still I Love You,토요태
2022,1,1,20,strawberry moon,아이유(IU)
2022,1,1,21,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식(Basick)
2022,1,1,22,이별후회,김나영
2022,1,1,23,Savage,aespa
2022,1,1,24,Next Level,aespa
2022,1,1,25,STAY,The Kid LAROI
2022,1,1,26,다정히 내 이름을 부르면,경서예지
2022,1,1,27,흰눈,먼데이 키즈
2022,1,1,28,언덕나무,이승윤
2022,1,1,29,신호등,이무진
2022,1,1,30,문득,BE'O (비오)
2022,1,1,31,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student
2022,1,1,32,My Universe,Coldplay(콜드플레이)
2022,1,1,33,너무 아픈 사랑은 사랑이 아니었음을,김기태
2022,1,1,34,밤새 서로 미루다,존박
2022,1,1,35,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE'O (비오)
2022,1,1,36,매일 크리스마스 (Everyday Christmas),다비치
2022,1,1,37,낙하 (with 아이유),AKMU(악뮤)
2022,1,1,38,Butter,방탄소년단
2022,1,1,39,죽을 만큼 아파서 (Feat. JAMIE (제이미)),MC몽
2022,1,1,40,SCIENTIST,TWICE (트와이스)
2022,1,1,41,Permission to Dance,방탄소년단
2022,1,1,42,너를 생각해,주시크 (Joosiq)
2022,1,1,43,"묘해, 너와",어쿠스틱 콜라보(Acoustic Collabo)
2022,1,1,44,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),멜로망스(MeloMance)
2022,1,1,45,Celebrity,아이유(IU)
2022,1,1,46,어제 너는 나를 버렸어,10CM
2022,1,1,47,Dynamite,방탄소년단
2022,1,1,48,쉬어 (Feat. MINO) (Prod. GRAY),MINO(송민호)
2022,1,1,49,Weekend,태연 (TAEYEON)
2022,1,1,50,OHAYO MY NIGHT,디핵(D-Hack)
2022,1,1,51,낮 밤 (feat. 박재범),이영지
2022,1,1,52,라일락,아이유(IU)
2022,1,1,53,Queendom,Red Velvet (레드벨벳)
2022,1,1,54,"Peaches (feat. Daniel Caesar, Giveon)",Justin Bieber(저스틴 비버)
2022,1,1,55,너의 모든 순간,성시경
2022,1,1,56,Shark,오마이걸(OH MY GIRL)
2022,1,1,57,Bad Habits,Ed Sheeran(에드 시런)
2022,1,1,58,사랑은 말로 표현하는게 아니래요,규현 (KYUHYUN)
2022,1,1,59,Black Mamba,aespa
2022,1,1,60,바라만 본다,MSG워너비(M.O.M)
